event-id,visible,timestamp,location-l,location_l,sensor-typ,individual,tag-local-,individu_1,study-name,Animal,Migratory,Citation,Name1,Park,Code1,x,y
3440985046,1,8/26/2009 5:49,26.776767,-18.76695,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1109670,7915047
3440985047,1,8/27/2009 5:49,26.76935,-18.744167,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1108968,7917604
3440985048,1,8/28/2009 5:49,26.74695,-18.731833,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1106641,7919051
3440985049,1,8/29/2009 5:48,26.770417,-18.74865,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1109064,7917102
3440985050,1,8/30/2009 5:49,26.795233,-18.737517,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1111731,7918253
3440985051,1,8/31/2009 5:49,26.85075,-18.70785,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1117716,7921357
3440985052,1,9/1/2009 5:49,26.8306,-18.694967,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1115630,7922858
3440985053,1,9/2/2009 5:49,26.846917,-18.740683,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1117190,7917722
3440985054,1,9/3/2009 5:49,26.852867,-18.734467,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1117843,7918392
3440985055,1,9/4/2009 5:49,26.840017,-18.745483,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1116443,7917213
3440985056,1,9/5/2009 5:49,26.83035,-18.7034,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1115573,7921922
3440985057,1,9/6/2009 5:49,26.823083,-18.69615,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1114830,7922753
3440985058,1,9/7/2009 5:50,26.852267,-18.73495,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1117778,7918341
3440985059,1,9/8/2009 5:50,26.8454,-18.744383,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1117016,7917316
3440985060,1,9/9/2009 5:50,26.860617,-18.738517,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1118649,7917915
3440985061,1,9/10/2009 5:49,26.8543,-18.7389,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1117978,7917895
3440985062,1,9/11/2009 5:50,26.851383,-18.73545,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1117682,7918288
3440985063,1,9/12/2009 5:50,26.8517,-18.729683,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1117737,7918928
3440985064,1,9/13/2009 6:03,26.828333,-18.757383,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1115162,7915931
3440985066,1,9/13/2009 22:32,26.855783,-18.777533,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1117994,7913597
3440985065,1,9/14/2009 6:04,26.840483,-18.768533,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1116408,7914650
3440985067,1,9/14/2009 22:32,26.870283,-18.785,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1119501,7912717
3440985068,1,9/15/2009 22:31,26.834917,-18.851333,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1115515,7905470
3440985069,1,9/16/2009 22:31,26.74245,-18.84185,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1105769,7906844
3440985070,1,9/17/2009 22:32,26.735717,-18.853133,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1105016,7905614
3440985071,1,9/18/2009 22:32,26.731583,-18.84795,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1104598,7906204
3440985072,1,9/19/2009 22:32,26.718483,-18.8418,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1103234,7906932
3440985073,1,9/20/2009 22:31,26.772833,-18.861317,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1108912,7904577
3440985074,1,9/21/2009 22:16,26.744383,-18.842083,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1105973,7906812
3440985075,1,9/22/2009 22:17,26.7392,-18.83755,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1105441,7907333
3440985076,1,9/23/2009 22:17,26.74715,-18.844117,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1106258,7906576
3440985077,1,9/24/2009 22:02,26.710633,-18.930867,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1102084,7897065
3440985078,1,9/25/2009 22:02,26.736733,-18.91735,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1104892,7898477
3440985079,1,9/26/2009 22:02,26.77755,-18.869667,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1109381,7903633
3440985080,1,9/27/2009 22:02,26.783267,-18.87065,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1109982,7903504
3440985081,1,9/28/2009 22:02,26.82825,-18.841283,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1114847,7906610
3440985082,1,9/29/2009 22:02,26.842217,-18.835133,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1116347,7907245
3440985083,1,9/30/2009 22:02,26.81725,-18.857667,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1113623,7904828
3440985084,1,10/1/2009 22:17,26.811517,-18.8646,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1112992,7904078
3440985085,1,10/2/2009 22:17,26.600267,-18.946217,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1090364,7895735
3440985086,1,10/3/2009 22:17,26.61525,-18.9676,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1091871,7893309
3440985087,1,10/6/2009 8:31,26.614267,-18.939717,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1091866,7896409
3440985088,1,10/7/2009 8:32,26.584617,-18.9979,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1088527,7890047
3440985089,1,10/8/2009 8:32,26.577267,-18.9959,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1087758,7890294
3440985090,1,10/9/2009 8:31,26.537617,-18.907967,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1083876,7900192
3440985091,1,10/10/2009 8:31,26.55325,-18.908317,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1085528,7900101
3440985092,1,10/11/2009 8:31,26.5668,-18.905067,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1086971,7900417
3440985093,1,10/12/2009 8:31,26.56965,-18.9115,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1087250,7899693
3440985094,1,10/13/2009 8:32,26.586883,-18.939133,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1088974,7896566
3440985095,1,10/14/2009 8:32,26.582217,-18.9324,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1088505,7897330
3440985096,1,10/15/2009 8:32,26.579967,-18.931933,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1088269,7897389
3440985097,1,10/16/2009 8:32,26.57645,-18.9406,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1087866,7896438
3440985098,1,10/17/2009 8:31,26.582283,-18.931717,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1088514,7897406
3440985099,1,10/18/2009 8:31,26.583367,-18.932633,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1088625,7897300
3440985100,1,10/19/2009 8:32,26.571033,-18.928317,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1087337,7897821
3440985101,1,10/20/2009 8:32,26.58985,-18.922567,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1089346,7898396
3440985102,1,10/21/2009 8:32,26.582167,-18.932417,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1088499,7897328
3440985103,1,10/22/2009 8:32,26.579183,-18.923517,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1088215,7898327
3440985104,1,10/23/2009 8:32,26.586267,-18.9738,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1088787,7892718
3440985105,1,10/24/2009 8:32,26.613317,-18.994617,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1091571,7890315
3440985106,1,10/25/2009 7:32,26.628,-18.96565,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1093226,7893483
3440985107,1,10/26/2009 7:32,26.634667,-18.906467,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1094141,7900034
3440985108,1,10/27/2009 7:32,26.637033,-18.906283,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1094391,7900046
3440985109,1,10/28/2009 7:32,26.613,-18.95775,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1091668,7894411
3440985110,1,10/29/2009 7:33,26.638167,-18.95835,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1094326,7894259
3440985111,1,10/30/2009 7:33,26.621967,-18.873983,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1092913,7903685
3440985112,1,10/31/2009 7:33,26.582333,-18.9448,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1088473,7895952
3440985113,1,11/1/2009 7:33,26.5615,-18.941683,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1086283,7896368
3440985114,1,11/2/2009 7:33,26.565133,-18.918,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1086750,7898986
3440985115,1,11/3/2009 7:33,26.583733,-18.922767,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1088699,7898395
3440985116,1,11/4/2009 7:32,26.5873,-18.915433,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1089102,7899197
3440985117,1,11/5/2009 7:33,26.617467,-18.961033,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1092129,7894031
3440985118,1,11/6/2009 7:33,26.59825,-18.972883,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1090056,7892780
3440985119,1,11/7/2009 7:32,26.560867,-18.9496,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1086188,7895491
3440985120,1,11/8/2009 7:33,26.55255,-18.914733,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1085431,7899391
3440985121,1,11/9/2009 7:33,26.539333,-18.897433,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1084095,7901356
3440985122,1,11/10/2009 7:32,26.490283,-18.9474,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1078737,7895970
3440985123,1,11/11/2009 7:33,26.435633,-18.934867,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1073005,7897541
3440985124,1,11/12/2009 7:33,26.432767,-18.9413,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1072680,7896836
3440985125,1,11/13/2009 7:32,26.452017,-18.917883,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1074795,7899373
3440985126,1,11/15/2009 7:33,26.454767,-18.925333,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1075060,7898537
3440985127,1,11/16/2009 7:33,26.433683,-18.938583,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1072786,7897134
3440985128,1,11/17/2009 7:33,26.439683,-18.936067,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1073429,7897394
3440985129,1,11/18/2009 7:33,26.450183,-18.92545,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1074575,7898539
3440985130,1,11/19/2009 7:33,26.441083,-18.934383,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1073583,7897577
3440985131,1,11/20/2009 7:33,26.420667,-18.959,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1071341,7894910
3440985132,1,11/21/2009 7:33,26.363533,-19.098767,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1064830,7879576
3440985133,1,11/22/2009 7:33,26.369183,-19.101117,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1065419,7879297
3440985134,1,11/23/2009 7:33,26.369117,-19.109633,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1065382,7878351
3440985135,1,11/24/2009 7:33,26.3646,-19.105567,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1064920,7878818
3440985136,1,11/25/2009 7:33,26.349083,-19.17025,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1063061,7871686
3440985137,1,11/26/2009 7:33,26.3407,-19.169933,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1062178,7871748
3440985138,1,11/26/2009 22:26,26.3501,-19.170367,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1063168,7871670
3440985139,1,11/27/2009 22:26,26.33125,-19.1707,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1061178,7871694
3440985140,1,11/28/2009 22:26,26.332833,-19.16225,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1061374,7872627
3440985141,1,11/29/2009 22:26,26.329617,-19.160667,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1061040,7872813
3440985142,1,11/30/2009 22:27,26.3444,-19.1819,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1062528,7870408
3440985143,1,12/1/2009 22:27,26.340383,-19.179483,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1062112,7870689
3440985144,1,12/2/2009 22:27,26.332033,-19.164267,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1061283,7872405
3440985145,1,12/3/2009 22:26,26.340067,-19.188117,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1062049,7869731
3440985146,1,12/4/2009 22:26,26.320433,-19.20745,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1059912,7867648
3440985147,1,12/5/2009 22:27,26.339883,-19.2092,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1061958,7867391
3440985148,1,12/6/2009 22:27,26.38305,-19.22645,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1066452,7865335
3440985149,1,12/7/2009 22:26,26.36535,-19.203567,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1064663,7867934
3440985150,1,12/8/2009 22:27,26.35745,-19.201967,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1063836,7868137
3440985151,1,12/9/2009 22:27,26.3614,-19.2033,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1064248,7867976
3440985152,1,12/10/2009 22:26,26.370617,-19.225433,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1065144,7865489
3440985153,1,12/11/2009 22:26,26.4319,-19.270717,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1071450,7860259
3440985154,1,12/12/2009 22:26,26.452667,-19.283017,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1073597,7858824
3440985155,1,12/13/2009 22:27,26.481117,-19.251233,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1076709,7862259
3440985156,1,12/14/2009 22:26,26.47705,-19.19135,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1076490,7868923
3440985157,1,12/15/2009 22:26,26.468383,-19.198717,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1075550,7868133
3440985158,1,12/16/2009 22:27,26.4856,-19.226883,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1077267,7864948
3440985159,1,12/17/2009 22:27,26.4845,-19.226917,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1077151,7864948
3440985160,1,12/18/2009 22:27,26.482483,-19.2057,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1077013,7867311
3440985161,1,12/19/2009 22:27,26.542567,-19.249517,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1083196,7862243
3440985162,1,12/20/2009 22:27,26.559383,-19.248167,gps,Loxodonta africana,ele1,ele1,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1084975,7862337
